file,category,language,expected,got,manip_type,confidence,correct
rasa_Hindi_Male_077.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_078.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_079.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_080.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_081.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_082.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_083.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_084.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_085.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_086.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_087.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_088.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_089.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_090.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_091.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_092.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_093.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_094.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_095.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_096.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_097.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_098.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_099.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_100.wav,genuine,Hindi+Assamese,GENUINE,GENUINE,—,0.0,YES
rasa_Hindi_Male_001_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_001_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_001_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_001_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_002_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_002_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_002_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_002_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_003_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_003_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_003_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_003_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_004_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_004_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_004_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_004_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_005_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_005_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_005_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_005_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_006_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_006_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_006_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_006_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_007_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_007_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_007_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_007_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_008_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_008_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_008_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_008_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_009_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_009_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_009_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_009_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_010_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_010_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_010_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_010_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_011_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_011_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_011_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_011_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_012_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_012_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_012_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_012_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_013_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_013_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_013_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_013_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_014_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_014_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_014_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_014_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_015_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_015_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_015_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_015_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_016_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_016_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_016_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_016_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_017_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_017_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_017_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_017_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_018_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_018_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_018_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_018_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_019_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_019_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_019_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_019_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_020_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_020_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_020_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_020_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_021_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_021_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_021_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_021_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_022_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_022_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_022_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_022_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_023_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_023_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_023_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_023_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_024_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_024_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_024_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_024_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_025_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_025_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,0.998,YES
rasa_Hindi_Male_025_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_025_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_026_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_026_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_026_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_026_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_027_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_027_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_027_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_027_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_028_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_028_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_028_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_028_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_029_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_029_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_029_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_029_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_030_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_030_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_030_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_030_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_031_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_031_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_031_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_031_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_032_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_032_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_032_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,ADDITION,1.0,YES
rasa_Hindi_Male_032_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_033_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_033_removal_mid.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,0.999,YES
rasa_Hindi_Male_033_removal_random.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_033_removal_start.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
rasa_Hindi_Male_034_removal_end.wav,NR_removal,Hindi,SYNTHETIC,SYNTHETIC,REMOVAL,1.0,YES
